Title,Author,Publication,Date,Year,URL,Bibcode,DOI,Instruments
The Distribution of Alpha Elements in Andromeda Dwarf Galaxies,Vargas L. | Geha M. | Tollerud E.,ApJ 790 73,2014 07,2014,arXiv:1406.0510,2014ApJ...790...73V,10.1088/0004-637X/790/1/73,{'deimos': 18}
Physical properties of galactic winds using background quasars,Bouché N. | Hohensee W. | Vargas R. | et. al.,MNRAS 426 801,2012 10,2012,arXiv:1110.5877,2012MNRAS.426..801B,10.1111/j.1365-2966.2012.21114.x,{'lris': 5}
The First Catalog of Active Galactic Nuclei Detected by the Fermi Large Area Telescope,Abdo A. | Ackermann M. | Ajello M. | et. al.,ApJ 715 429,2010 05,2010,arXiv:1002.0150,2010ApJ...715..429A,10.1088/0004-637X/715/1/429,{}
The Unusual Object IC 2144/MWC 778,Herbig G. | Vacca W.,AJ 136 1995,2008 11,2008,arXiv:0809.4252,2008AJ....136.1995H,10.1088/0004-6256/136/5/1995,{}
Measurement of Spin-Orbit Alignment in an Extrasolar Planetary System,Winn J. | Noyes R. | Holman M. | et. al.,ApJ 631 1215,2005 10,2005,arXiv:astro-ph/0504555,2005ApJ...631.1215W,10.1086/432571,{}
Optical and Near-Infrared Spectroscopy of a High-Redshift Hard X-Ray-emitting Spiral Galaxy,Dawson S. | McCrady N. | Stern D. | et. al.,AJ 125 1236,2003 03,2003,arXiv:astro-ph/0212240,2003AJ....125.1236D,10.1086/367792,"{'nirspec': 2, 'lris': 1}"
Exploring Distant Galaxy Evolution: Highlights with Keck,Koo D.,RvMA 13 173,2000 00,2000,,2000RvMA...13..173K,,"{'nirspec': 4, 'nirc': 9, 'deimos': 5, 'lris': 17, 'esi': 3}"
A possible close supermassive black-hole binary in a quasar with optical periodicity,Graham M. | Djorgovski S. | Stern D. | et. al.,Natur 518 74,2015 02,2015,arXiv:1501.01375,2015Natur.518...74G,10.1038/nature14143,{'lris': 1}
A Massive Progenitor of the Luminous Type IIn Supernova 2010jl,Smith N. | Li W. | Miller A. | et. al.,ApJ 732 63,2011 05,2011,arXiv:1011.4150,2011ApJ...732...63S,10.1088/0004-637X/732/2/63,"{'deimos': 4, 'lris': 3}"
Supernova SN 2011fe from an exploding carbon-oxygen white dwarf star,Nugent P. | Sullivan M. | Cenko S. | et. al.,Natur 480 344,2011 12,2011,arXiv:1110.6201,2011Natur.480..344N,10.1038/nature10644,{}
"ZFIRE: 3D Modeling of Rotation, Dispersion, and Angular Momentum of Star-forming Galaxies at z ̃ 2",Alcorn L. | Tran K. | Glazebrook K. | et. al.,ApJ 858 47,2018 05,2018,arXiv:1804.03669,2018ApJ...858...47A,10.3847/1538-4357/aaba78,"{'nirspec': 3, 'mosfire': 18}"
Structure of the Accretion Flow in Broad-Line Radio Galaxies: The Case of 3C 390.3,Sambruna R. | Reeves J. | Braito V. | et. al.,ApJ 700 1473,2009 08,2009,arXiv:0906.0799,2009ApJ...700.1473S,10.1088/0004-637X/700/2/1473,{'esi': 4}
A Survey of z ~ 6 Quasars in the Sloan Digital Sky Survey Deep Stripe. I. A Flux-Limited Sample at z<SUB>AB</SUB> &lt; 21,Jiang L. | Fan X. | Annis J. | et. al.,AJ 135 1057,2008 03,2008,arXiv:0708.2578,2008AJ....135.1057J,10.1088/0004-6256/135/3/1057,{'esi': 6}
M2K. II. A Triple-planet System Orbiting HIP 57274,Fischer D. | Gaidos E. | Howard A. | et. al.,ApJ 745 21,2012 01,2012,arXiv:1109.2926,2012ApJ...745...21F,10.1088/0004-637X/745/1/21,{}
"Kepler-68: Three Planets, One with a Density between that of Earth and Ice Giants",Gilliland R. | Marcy G. | Rowe J. | et. al.,ApJ 766 40,2013 03,2013,arXiv:1302.2596,2013ApJ...766...40G,10.1088/0004-637X/766/1/40,{}
A transiting M-dwarf showing beaming effect in the field of Ruprecht 147,Eigmüller P. | Csizmadia S. | Endl M. | et. al.,MNRAS 480 3864,2018 11,2018,arXiv:1808.06325,2018MNRAS.480.3864E,10.1093/mnras/sty2155,{}
Interferometer Observations of Subparsec-Scale Infrared Emission in the Nucleus of NGC 4151,Swain M. | Vasisht G. | Akeson R. | et. al.,ApJL 596 L163,2003 10,2003,arXiv:astro-ph/0308513,2003ApJ...596L.163S,10.1086/379235,{}
The Transit Light Curve Project. X. A Christmas Transit of HD 17156b,Winn J. | Holman M. | Henry G. | et. al.,ApJ 693 794,2009 03,2009,arXiv:0810.4725,2009ApJ...693..794W,10.1088/0004-637X/693/1/794,{}
SN 2002cx: The Most Peculiar Known Type Ia Supernova,Li W. | Filippenko A. | Chornock R. | et. al.,PASP 115 453,2003 04,2003,arXiv:astro-ph/0301428,2003PASP..115..453L,10.1086/374200,"{'lris': 4, 'esi': 3}"
C IV and other Metal Absorption Line Systems in 18 z=4 Quasars,Misawa T. | Tytler D. | Iye M. | et. al.,AJ 123 1847,2002 04,2002,,2002AJ....123.1847M,10.1086/339313,{'lris': 5}
Infrared Views of the TW Hydra Disk,Weinberger A. | Becklin E. | Schneider G. | et. al.,ApJ 566 409,2002 02,2002,arXiv:astro-ph/0110342,2002ApJ...566..409W,10.1086/338076,{}
High-Redshift QSOs in the SWIRE Survey and the z~3 QSO Luminosity Function,Siana B. | Polletta M. | Smith H. | et. al.,ApJ 675 49,2008 03,2008,arXiv:0711.0211,2008ApJ...675...49S,10.1086/527025,{'lris': 6}
Herschel-ATLAS: A Binary HyLIRG Pinpointing a Cluster of Starbursting Protoellipticals,Ivison R. | Swinbank A. | Smail I. | et. al.,ApJ 772 137,2013 08,2013,arXiv:1302.4436,2013ApJ...772..137I,10.1088/0004-637X/772/2/137,{'deimos': 2}
SDSS J1534+1615AB: A Novel T Dwarf Binary Found with Keck Laser Guide Star Adaptive Optics and the Potential Role of Binarity in the L/T Transition,Liu M. | Leggett S. | Golimowski D. | et. al.,ApJ 647 1393,2006 08,2006,arXiv:astro-ph/0605037,2006ApJ...647.1393L,10.1086/505561,{'nirc': 5}
A New Measurement of the Temperature-density Relation of the IGM from Voigt Profile Fitting,Hiss H. | Walther M. | Hennawi J. | et. al.,ApJ 865 42,2018 09,2018,arXiv:1710.00700,2018ApJ...865...42H,10.3847/1538-4357/aada86,{}
Small Scatter and Nearly Isothermal Mass Profiles to Four Half-light Radii from Two-dimensional Stellar Dynamics of Early-type Galaxies,Cappellari M. | Romanowsky A. | Brodie J. | et. al.,ApJL 804 L21,2015 05,2015,arXiv:1504.00075,2015ApJ...804L..21C,10.1088/2041-8205/804/1/L21,{'deimos': 3}
The s-Process in Metal-Poor Stars: Abundances for 22 Neutron-Capture Elements in CS 31062-050,Johnson J. | Bolte M.,ApJ 605 462,2004 04,2004,arXiv:astro-ph/0402003,2004ApJ...605..462J,10.1086/382147,{'esi': 4}
Search for methane isotope fractionation due to Rayleigh distillation on Titan,Ádámkovics M. | Mitchell J.,Icar 275 232,2016 09,2016,arXiv:1604.02415,2016Icar..275..232A,10.1016/j.icarus.2016.04.006,{'nirspec': 1}
ERQs are the BOSS of quasar samples: the highest velocity [O III] quasar outflows,Perrotta S. | Hamann F. | Zakamska N. | et. al.,MNRAS 488 4126,2019 09,2019,arXiv:1906.00980,2019MNRAS.488.4126P,10.1093/mnras/stz1993,"{'nirspec': 2, 'osiris': 2}"
NGC 770: A Counterrotating Core in a Low-Luminosity Elliptical Galaxy,Geha M. | Guhathakurta P. | van der Marel R.,AJ 129 2617,2005 06,2005,arXiv:astro-ph/0503370,2005AJ....129.2617G,10.1086/430188,{'esi': 28}
Discovery of a transparent sightline at ρ ≲ 20 kpc from an interacting pair of galaxies,Johnson S. | Chen H. | Mulchaey J. | et. al.,MNRAS 438 3039,2014 03,2014,arXiv:1312.3944,2014MNRAS.438.3039J,10.1093/mnras/stt2409,{}
Beryllium and Alpha-element Abundances in a Large Sample of Metal-poor Stars,Boesgaard A. | Rich J. | Levesque E.,ApJ 743 140,2011 12,2011,arXiv:1110.2823,2011ApJ...743..140B,10.1088/0004-637X/743/2/140,{}
The Evolution and Environments of X-Ray Emitting Active Galactic Nuclei in High-redshift Large-scale Structures,Rumbaugh N. | Kocevski D. | Gal R. | et. al.,ApJ 746 155,2012 02,2012,arXiv:1108.5733,2012ApJ...746..155R,10.1088/0004-637X/746/2/155,"{'nirspec': 2, 'deimos': 6, 'lris': 2}"
1.75 h <SUP>-1</SUP> kpc Separation Dual Active Galactic Nuclei at z = 0.36 in the Cosmos Field,Comerford J. | Griffith R. | Gerke B. | et. al.,ApJL 702 L82,2009 09,2009,arXiv:0906.3517,2009ApJ...702L..82C,10.1088/0004-637X/702/1/L82,{'deimos': 17}
HD 98618: A Star Closely Resembling Our Sun,Meléndez J. | Dodds-Eden K. | Robles J.,ApJL 641 L133,2006 04,2006,arXiv:astro-ph/0603219,2006ApJ...641L.133M,10.1086/503898,{}
Evidence of a Non-universal Stellar Initial Mass Function. Insights from HST Optical Imaging of Six Ultra-faint Dwarf Milky Way Satellites,Gennaro M. | Tchernyshyov K. | Brown T. | et. al.,ApJ 855 20,2018 03,2018,arXiv:1801.06195,2018ApJ...855...20G,10.3847/1538-4357/aaa973,{'deimos': 1}
The ROSAT deep survey. VII. RX J105343+5735: A massive cluster at z=1.263,Thompson D. | Pozzetti L. | Hasinger G. | et. al.,A&A 377 778,2001 10,2001,,2001A&A...377..778T,10.1051/0004-6361:20011049,"{'nirspec': 5, 'nirc': 3, 'lris': 1}"
Optical spectroscopy of a brown dwarf candidate,Reid I.,MNRAS 302 L21,1999 01,1999,arXiv:astro-ph/9811346,1999MNRAS.302L..21R,10.1046/j.1365-8711.1999.02251.x,{'lris': 2}
A Candidate Dual Active Galactic Nucleus at z = 1.175,Barrows R. | Stern D. | Madsen K. | et. al.,ApJ 744 7,2012 01,2012,arXiv:1109.3469,2012ApJ...744....7B,10.1088/0004-637X/744/1/7,"{'nirspec': 13, 'nirc': 5, 'lris': 6}"
Superresolving Distant Galaxies with Gravitational Telescopes: Keck Laser Guide Star Adaptive Optics and Hubble Space Telescope Imaging of the Lens System SDSS J0737+3216,Marshall P. | Treu T. | Melbourne J. | et. al.,ApJ 671 1196,2007 12,2007,arXiv:0710.0637,2007ApJ...671.1196M,10.1086/523091,{'nirc': 14}
Titan's 2 μm surface albedo and haze optical depth in 1996-2004,Gibbard S. | de Pater I. | Macintosh B. | et. al.,GeoRL 31 L17S02,2004 07,2004,,2004GeoRL..3117S02G,10.1029/2004GL019803,"{'nirspec': 1, 'nirc': 1}"
A Surprise at the Bottom of the Main Sequence: Rapid Rotation and NO H(alpha) Emission,Basri G. | Marcy G.,AJ 109 762,1995 02,1995,,1995AJ....109..762B,10.1086/117319,{}
A Tale of “Two” Comets: The Primary Volatile Composition of Comet 2P/Encke Across Apparitions and Implications for Cometary Science,Roth N. | Gibb E. | Bonev B. | et. al.,AJ 156 251,2018 12,2018,,2018AJ....156..251R,10.3847/1538-3881/aae0f7,{'nirspec': 1}
The link between submillimetre galaxies and luminous ellipticals: near-infrared IFU spectroscopy of submillimetre galaxies,Swinbank A. | Chapman S. | Smail I. | et. al.,MNRAS 371 465,2006 09,2006,,2006MNRAS.371..465S,10.1111/j.1365-2966.2006.10673.x,"{'nirspec': 1, 'osiris': 2}"
The TRENDS High-contrast Imaging Survey. II. Direct Detection of the HD 8375 Tertiary,Crepp J. | Johnson J. | Howard A. | et. al.,ApJ 771 46,2013 07,2013,arXiv:1210.7374,2013ApJ...771...46C,10.1088/0004-637X/771/1/46,{'nirc': 6}
Time-varying sodium absorption in the Type Ia supernova 2013gh,Ferretti R. | Amanullah R. | Goobar A. | et. al.,A&A 592 A40,2016 07,2016,arXiv:1605.01738,2016A&A...592A..40F,10.1051/0004-6361/201628351,{'lris': 1}
The Herbig Be Star V1818 Ori and Its Environment,Chiang H. | Reipurth B. | Hillenbrand L.,AJ 149 108,2015 03,2015,,2015AJ....149..108C,10.1088/0004-6256/149/3/108,{}
Mayall II=G1 in M31: Giant Globular Cluster or Core of a Dwarf Elliptical Galaxy?,Meylan G. | Sarajedini A. | Jablonka P. | et. al.,AJ 122 830,2001 08,2001,arXiv:astro-ph/0105013,2001AJ....122..830M,10.1086/321166,{}
"Constraining Variations in the Fine-Structure Constant, Quark Masses and the Strong Interaction",Murphy M. | Flambaum V. | Webb J. | et. al.,LNP 648 131,2004 00,2004,arXiv:astro-ph/0310318,2004LNP...648..131M,10.1007/978-3-540-40991-5_9,{}
Autocorrelations of stellar light and mass at z̃ 0 and ̃1: from SDSS to DEEP2,Li C. | White S. | Chen Y. | et. al.,MNRAS 419 1557,2012 01,2012,arXiv:1105.3880,2012MNRAS.419.1557L,10.1111/j.1365-2966.2011.19817.x,{'deimos': 1}
Two-dimensional kinematics of SLACS lenses - I. Phase-space analysis of the early-type galaxy SDSSJ2321-097 at z ~ 0.1,Czoske O. | Barnabè M. | Koopmans L. | et. al.,MNRAS 384 987,2008 03,2008,arXiv:0711.0888,2008MNRAS.384..987C,10.1111/j.1365-2966.2007.12784.x,"{'lris': 1, 'esi': 5}"
The MOSDEF Survey: Dissecting the Star Formation Rate versus Stellar Mass Relation Using Hα and Hβ Emission Lines at z ∼ 2,Shivaei I. | Reddy N. | Shapley A. | et. al.,ApJ 815 98,2015 12,2015,arXiv:1507.03017,2015ApJ...815...98S,10.1088/0004-637X/815/2/98,{'mosfire': 3}
Optical Morphology Evolution of Infrared Luminous Galaxies in GOODS-N,Melbourne J. | Koo D. | Le Floc'h E.,ApJL 632 L65,2005 10,2005,arXiv:astro-ph/0509037,2005ApJ...632L..65M,10.1086/498019,{}
NGC 4258: A Compact Central Infrared Source Revealed,Chary R. | Becklin E.,ApJL 485 L75,1997 08,1997,,1997ApJ...485L..75C,10.1086/310813,{'nirc': 1}
The Spectrally Resolved Lyα Emission of Three Lyα-selected Field Galaxies at z ~ 2.4 from the HETDEX Pilot Survey,Chonis T. | Blanc G. | Hill G. | et. al.,ApJ 775 99,2013 10,2013,arXiv:1308.1957,2013ApJ...775...99C,10.1088/0004-637X/775/2/99,{'nirspec': 10}
The California-Kepler Survey. III. A Gap in the Radius Distribution of Small Planets,Fulton B. | Petigura E. | Howard A. | et. al.,AJ 154 109,2017 09,2017,arXiv:1703.10375,2017AJ....154..109F,10.3847/1538-3881/aa80eb,{}
The Host Galaxies of Swift Dark Gamma-ray Bursts: Observational Constraints on Highly Obscured and Very High Redshift GRBs,Perley D. | Cenko S. | Bloom J. | et. al.,AJ 138 1690,2009 12,2009,arXiv:0905.0001,2009AJ....138.1690P,10.1088/0004-6256/138/6/1690,"{'nirc': 2, 'lris': 10}"
First-Year Sloan Digital Sky Survey-II Supernova Results: Hubble Diagram and Cosmological Parameters,Kessler R. | Becker A. | Cinabro D. | et. al.,ApJS 185 32,2009 11,2009,arXiv:0908.4274,2009ApJS..185...32K,10.1088/0067-0049/185/1/32,{}
The Initial-Final Mass Relation: Direct Constraints at the Low-Mass End,Kalirai J. | Hansen B. | Kelson D. | et. al.,ApJ 676 594,2008 03,2008,arXiv:0706.3894,2008ApJ...676..594K,10.1086/527028,{'lris': 6}
Time variations of narrow absorption lines in high resolution quasar spectra,Boissé P. | Bergeron J. | Prochaska J. | et. al.,A&A 581 A109,2015 09,2015,arXiv:1506.02959,2015A&A...581A.109B,10.1051/0004-6361/201526289,{}
"The Mass of KOI-94d and a Relation for Planet Radius, Mass, and Incident Flux",Weiss L. | Marcy G. | Rowe J. | et. al.,ApJ 768 14,2013 05,2013,arXiv:1303.2150,2013ApJ...768...14W,10.1088/0004-637X/768/1/14,{}
The Shortest-Known-Period Star Orbiting Our Galaxy’s Supermassive Black Hole,Meyer L. | Ghez A. | Schödel R. | et. al.,Sci 338 84,2012 10,2012,arXiv:1210.1294,2012Sci...338...84M,10.1126/science.1225506,{'nirc': 2}
"An OSIRIS Study of the Gas Kinematics in a Sample of UV-Selected Galaxies: Evidence of ""Hot and Bothered"" Starbursts in the Local Universe",Basu-Zych A. | Gonçalves T. | Overzier R. | et. al.,ApJL 699 L118,2009 07,2009,arXiv:0906.1012,2009ApJ...699L.118B,10.1088/0004-637X/699/2/L118,{'osiris': 8}
"2MASS 22344161+4041387AB: A Wide, Young, Accreting, Low-Mass Binary in the LkHα233 Group",Allers K. | Liu M. | Shkolnik E. | et. al.,ApJ 697 824,2009 05,2009,arXiv:0902.4742,2009ApJ...697..824A,10.1088/0004-637X/697/1/824,"{'nirc': 6, 'osiris': 7}"
The Peculiar Infrared Counterpart of GX 17+2,Callanan P. | Curran P. | Filippenko A. | et. al.,ApJL 574 L143,2002 08,2002,,2002ApJ...574L.143C,10.1086/341880,"{'nirspec': 2, 'nirc': 3}"
Understanding extreme quasar optical variability with CRTS - I. Major AGN flares,Graham M. | Djorgovski S. | Drake A. | et. al.,MNRAS 470 4112,2017 10,2017,arXiv:1706.03079,2017MNRAS.470.4112G,10.1093/mnras/stx1456,{'lris': 1}
Spatially Resolved Spectroscopy of Starburst and Post-Starburst Galaxies in the Rich z~0.55 Cluster CL 0016+16 <SUP>1</SUP>,Pracy M. | Couch W. | Kuntschner H.,PASA 27 360,2010 09,2010,arXiv:1007.2263,2010PASA...27..360P,10.1071/AS10011,{'lris': 8}
Silicate Emission Profiles from Low-Mass Protostellar Disks in the Orion Nebula: Evidence for Growth and Thermal Processing of Grains,Shuping R. | Kassis M. | Morris M. | et. al.,ApJL 644 L71,2006 06,2006,arXiv:astro-ph/0605174,2006ApJ...644L..71S,10.1086/505425,{}
Super-Eddington Accretion in the WISE-selected Extremely Luminous Infrared Galaxy W2246-0526,Tsai C. | Eisenhardt P. | Jun H. | et. al.,ApJ 868 15,2018 11,2018,arXiv:1810.02933,2018ApJ...868...15T,10.3847/1538-4357/aae698,"{'lris': 2, 'mosfire': 1, 'osiris': 5}"
Spectroscopy of Lyman Break Galaxies in the Hubble Deep Field,Steidel C. | Giavalisco M. | Dickinson M.,AJ 112 352,1996 08,1996,arXiv:astro-ph/9604140,1996AJ....112..352S,10.1086/118019,{}
The unprecedented 2012 outburst of SN 2009ip: a luminous blue variable star becomes a true supernova,Mauerhan J. | Smith N. | Filippenko A. | et. al.,MNRAS 430 1801,2013 04,2013,arXiv:1209.6320,2013MNRAS.430.1801M,10.1093/mnras/stt009,"{'deimos': 1, 'lris': 2}"
A Faint Star-forming System Viewed through the Lensing Cluster Abell 2218: First Light at z~=5.6?,Ellis R. | Santos M. | Kneib J.,ApJL 560 L119,2001 10,2001,arXiv:astro-ph/0109249,2001ApJ...560L.119E,10.1086/324423,"{'lris': 8, 'esi': 7}"
Beryllium Abundances in Stars of One Solar Mass,Boesgaard A. | Krugler Hollek J.,ApJ 691 1412,2009 02,2009,arXiv:0809.4524,2009ApJ...691.1412B,10.1088/0004-637X/691/2/1412,{}
Carbon and Strontium Abundances of Metal-poor Stars,Lai D. | Johnson J. | Bolte M.,ApJ 667 1185,2007 10,2007,arXiv:0706.3043,2007ApJ...667.1185L,10.1086/520949,{'esi': 6}
Robo-AO Kepler Survey. V. The Effect of Physically Associated Stellar Companions on Planetary Systems,Ziegler C. | Law N. | Baranec C. | et. al.,AJ 156 83,2018 08,2018,arXiv:1804.10208,2018AJ....156...83Z,10.3847/1538-3881/aace59,{'nirc': 3}
"Shining Light on Merging Galaxies. I. The Ongoing Merger of a Quasar with a ""Green Valley"" Galaxy",da Silva R. | Prochaska J. | Rosario D. | et. al.,ApJ 735 54,2011 07,2011,arXiv:1103.4134,2011ApJ...735...54D,10.1088/0004-637X/735/1/54,{'lris': 18}
The stellar mass density at z ~ 6 from Spitzer imaging of i'-drop galaxies,Eyles L. | Bunker A. | Ellis R. | et. al.,MNRAS 374 910,2007 01,2007,arXiv:astro-ph/0607306,2007MNRAS.374..910E,10.1111/j.1365-2966.2006.11197.x,"{'nirspec': 1, 'deimos': 2}"
Temperature and Kinematics of C IV Absorption Systems,Rauch M. | Sargent W. | Womble D.,ApJL 467 L5,1996 08,1996,arXiv:astro-ph/9606041,1996ApJ...467L...5R,10.1086/310187,{}
Elemental Abundances in M31: First Alpha and Iron Abundance Measurements in M31's Giant Stellar Stream,Gilbert K. | Kirby E. | Escala I. | et. al.,ApJ 883 128,2019 10,2019,arXiv:1908.04429,2019ApJ...883..128G,10.3847/1538-4357/ab3807,{'deimos': 3}
"Interferometric Follow-up of WISE Hyper-luminous Hot, Dust-obscured Galaxies",Wu J. | Bussmann R. | Tsai C. | et. al.,ApJ 793 8,2014 09,2014,arXiv:1405.1147,2014ApJ...793....8W,10.1088/0004-637X/793/1/8,{'nirc': 7}
A Very Hot High-Redshift Cluster of Galaxies: More Trouble for Ω<SUB>0</SUB> = 1,Donahue M. | Voit G. | Gioia I. | et. al.,ApJ 502 550,1998 08,1998,arXiv:astro-ph/9707010,1998ApJ...502..550D,10.1086/305923,{'lris': 1}
Improving Stellar and Planetary Parameters of Transiting Planet Systems: The Case of TrES-2,Sozzetti A. | Torres G. | Charbonneau D. | et. al.,ApJ 664 1190,2007 08,2007,arXiv:0704.2938,2007ApJ...664.1190S,10.1086/519214,{}
The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5 &lt;= z &lt; 0.8 in the DEEP2/AEGIS Survey,Cheung E. | Faber S. | Koo D. | et. al.,ApJ 760 131,2012 12,2012,arXiv:1210.4173,2012ApJ...760..131C,10.1088/0004-637X/760/2/131,{'deimos': 3}
The frequency of giant planets around metal-poor stars,Mortier A. | Santos N. | Sozzetti A. | et. al.,A&A 543 A45,2012 07,2012,arXiv:1205.3723,2012A&A...543A..45M,10.1051/0004-6361/201118651,{}
Early recovery of Comet 55P/Tempel-Tuttle,Hainaut O. | Meech K. | Boehnhardt H.,A&A 333 746,1998 05,1998,,1998A&A...333..746H,,{'lris': 1}
Long-term V-band monitoring of the bright stars of M33 at the Wise Observatory,Shporer A. | Mazeh T.,MNRAS 370 1429,2006 08,2006,arXiv:astro-ph/0605352,2006MNRAS.370.1429S,10.1111/j.1365-2966.2006.10554.x,{'esi': 1}
A Third Star in the T Tauri System,Koresko C.,ApJL 531 L147,2000 03,2000,arXiv:astro-ph/0001370,2000ApJ...531L.147K,10.1086/312543,{'nirc': 2}
A New Mid-Infrared Map of the BN/KL Region Using the Keck Telescope,Shuping R. | Morris M. | Bally J.,AJ 128 363,2004 07,2004,arXiv:astro-ph/0404115,2004AJ....128..363S,10.1086/421373,{}
Time-dependent Optical Spectroscopy of GRB 010222: Clues to the Gamma-Ray Burst Environment,Mirabal N. | Halpern J. | Kulkarni S. | et. al.,ApJ 578 818,2002 10,2002,arXiv:astro-ph/0207009,2002ApJ...578..818M,10.1086/342619,"{'lris': 11, 'esi': 12}"
Direct Evidence of Cold Gas in DLA 0812+32B,Jorgenson R. | Wolfe A. | Prochaska J.,ApJ 704 247,2009 10,2009,arXiv:0908.3485,2009ApJ...704..247J,10.1088/0004-637X/704/1/247,{}
"Segue 3: An Old, Extremely Low Luminosity Star Cluster in the Milky Way's Halo",Fadely R. | Willman B. | Geha M. | et. al.,AJ 142 88,2011 09,2011,arXiv:1107.3151,2011AJ....142...88F,10.1088/0004-6256/142/3/88,{'deimos': 8}
"The methane distribution and polar brightening on Uranus based on HST/STIS, Keck/NIRC2, and IRTF/SpeX observations through 2015",Sromovsky L. | Karkoschka E. | Fry P. | et. al.,Icar 317 266,2019 01,2019,arXiv:1806.01154,2019Icar..317..266S,10.1016/j.icarus.2018.06.026,{'nirc': 3}
High-resolution near-infrared spectra of NGC 6624 and 6569,Valenti E. | Origlia L. | Rich R.,MNRAS 414 2690,2011 07,2011,arXiv:1103.0233,2011MNRAS.414.2690V,10.1111/j.1365-2966.2011.18580.x,{'nirspec': 3}
Zodiacal Exoplanets in Time (ZEIT). IV. Seven Transiting Planets in the Praesepe Cluster,Mann A. | Gaidos E. | Vanderburg A. | et. al.,AJ 153 64,2017 02,2017,arXiv:1609.00726,2017AJ....153...64M,10.1088/1361-6528/aa5276,{'nirc': 2}
Spectroscopy of Broad-line Blazars from 1LAC,Shaw M. | Romani R. | Cotter G. | et. al.,ApJ 748 49,2012 03,2012,arXiv:1201.0999,2012ApJ...748...49S,10.1088/0004-637X/748/1/49,{'lris': 4}
Cool White Dwarfs Revisited: New Spectroscopy and Photometry,Salim S. | Rich R. | Hansen B. | et. al.,ApJ 601 1075,2004 02,2004,arXiv:astro-ph/0308126,2004ApJ...601.1075S,10.1086/380581,{'lris': 6}
Identification of a Complete 160 μm Flux-limited Sample of Infrared Galaxies in the ISO Lockman Hole 1 deg<SUP>2</SUP> Deep Fields: Source Properties and Evidence for Strong Evolution in the FIR Luminosity Function for ULIRGs,Jacobs B. | Sanders D. | Rupke D. | et. al.,AJ 141 110,2011 04,2011,arXiv:1101.5204,2011AJ....141..110J,10.1088/0004-6256/141/4/110,"{'deimos': 1, 'esi': 4}"
Broadband Imaging Segregation of z ~ 3 Lyα Emitting and Lyα Absorbing Galaxies,Cooke J.,ApJL 704 L62,2009 10,2009,arXiv:0909.4536,2009ApJ...704L..62C,10.1088/0004-637X/704/1/L62,{'lris': 1}
The z=2.51 Extremely Red Submillimeter Galaxy SMM J04431+0210,Frayer D. | Armus L. | Scoville N. | et. al.,AJ 126 73,2003 07,2003,arXiv:astro-ph/0304043,2003AJ....126...73F,10.1086/375653,"{'nirspec': 7, 'nirc': 3, 'lris': 1, 'esi': 6}"
"Internal Dynamics, Structure, and Formation of Dwarf Elliptical Galaxies. I. A Keck/Hubble Space Telescope Study of Six Virgo Cluster Dwarf Galaxies",Geha M. | Guhathakurta P. | van der Marel R.,AJ 124 3073,2002 12,2002,arXiv:astro-ph/0206153,2002AJ....124.3073G,10.1086/344764,{'esi': 19}
Dynamical Masses of the Binary Brown Dwarf GJ 569 Bab,Zapatero Osorio M. | Lane B. | Pavlenko Y. | et. al.,ApJ 615 958,2004 11,2004,arXiv:astro-ph/0407334,2004ApJ...615..958Z,10.1086/424507,{'nirspec': 7}
The near-surface methane humidity on Titan,Lora J. | Ádámkovics M.,Icar 286 270,2017 04,2017,arXiv:1610.06277,2017Icar..286..270L,10.1016/j.icarus.2016.10.012,{}
The emission spectrum of the strong Fe II emitter BAL Seyfert 1 galaxy IRAS 07598+6508,Véron-Cetty M. | Joly M. | Véron P. | et. al.,A&A 451 851,2006 06,2006,arXiv:astro-ph/0602239,2006A&A...451..851V,10.1051/0004-6361:20054237,{'lris': 1}
Peculiar Broad Absorption Line Quasars Found in The Digitized Palomar Observatory Sky Survey,Brunner R. | Hall P. | Djorgovski S. | et. al.,AJ 126 53,2003 07,2003,arXiv:astro-ph/0304166,2003AJ....126...53B,10.1086/375763,"{'nirspec': 4, 'lris': 4, 'esi': 2}"
A Hubble Space Telescope Wide Field Planetary Camera 2 Survey for Brown Dwarf Binaries in the α Persei and Pleiades Open Clusters,Martín E. | Barrado y Navascués D. | Baraffe I. | et. al.,ApJ 594 525,2003 09,2003,arXiv:astro-ph/0305316,2003ApJ...594..525M,10.1086/376938,{'esi': 4}
Stellar Companions to Stars with Planets,Patience J. | White R. | Ghez A. | et. al.,ApJ 581 654,2002 12,2002,arXiv:astro-ph/0207538,2002ApJ...581..654P,10.1086/342982,"{'nirspec': 9, 'nirc': 6}"
"PSR B1951+32: A Bow Shock-confined X-Ray Nebula, a Synchrotron Knot, and an Optical Counterpart Candidate",Moon D. | Lee J. | Eikenberry S. | et. al.,ApJL 610 L33,2004 07,2004,arXiv:astro-ph/0406240,2004ApJ...610L..33M,10.1086/423238,{'nirc': 4}
Rates and Properties of Type Ia Supernovae as a Function of Mass and Star Formation in Their Host Galaxies,Sullivan M. | Le Borgne D. | Pritchet C. | et. al.,ApJ 648 868,2006 09,2006,arXiv:astro-ph/0605455,2006ApJ...648..868S,10.1086/506137,{}
